"A"	"B"
"s.4837"	0	1
"s.4838"	0	1
"s.4840"	0	1
"s.4841"	0	1
"s.4842"	0	1
"s.4843"	0	1
"s.4846"	0	1
"s.4849"	0	1
"s.4850"	0	1
"s.4851"	0	1
"s.4852"	0	1
"s.4853"	0	1
"s.4854"	0	1
"s.4855"	0	1
"s.4856"	0	1
"s.4857"	0	1
"s.4858"	0	1
"s.4859"	0	1
"s.4860"	0	1
"s.4863"	0	1
"s.4864"	0	1
"s.4865"	0	1
"s.4866"	0	1
"s.4867"	0	1
"s.4870"	0	1
"s.4871"	0	1
"s.4872"	0	1
"s.4874"	0	1
"s.4875"	0	1
"s.4876"	0	1
"s.4878"	0	1
"s.4880"	0	1
"s.4881"	0	1
"s.4882"	0	1
"s.4883"	0	1
"s.4884"	0	1
"s.4885"	0	1
"s.4886"	0	1
"s.4887"	0	1
"s.4889"	0	1
"s.4890"	0	1
"s.4892"	0	1
"s.4893"	0	1
"s.4895"	0	1
"s.4896"	0	1
"s.4897"	0	1
"s.4898"	0	1
"s.4899"	0	1
"s.4901"	0	1
"s.4903"	0	1
"s.4904"	0	1
"s.4906"	0	1
"s.4907"	0	1
"s.4908"	0	1
"s.4909"	0	1
"s.4910"	0	1
"s.4913"	0	1
"s.4914"	0	1
"s.4917"	0	1
"s.4918"	0	1
"s.4919"	0	1
"s.4920"	0	1
"s.4921"	0	1
"s.4922"	0	1
"s.4924"	0	1
"s.4925"	0	1
"s.4926"	0	1
"s.4927"	0	1
"s.4930"	0	1
"s.4931"	0	1
"s.4932"	0	1
"s.4933"	0	1
"s.4934"	0	1
"s.4935"	0	1
"s.4936"	0	1
"s.4937"	0	1
"s.4938"	0	1
"s.4939"	0	1
"s.4940"	0	1
"s.4941"	0	1
"s.4943"	0	1
"s.4945"	0	1
"s.4946"	0	1
"s.4947"	0	1
"s.4948"	0	1
"s.4953"	0	1
"s.4954"	0	1
"s.4955"	0	1
"s.4956"	0	1
"s.4957"	0	1
"s.4958"	0	1
"s.4959"	0	1
"s.4960"	0	1
"s.4963"	0	1
"s.4964"	0	1
"s.4965"	0	1
"s.4966"	0	1
"s.4967"	0	1
"s.4968"	0	1
"s.4969"	0	1
"s.4970"	0	1
"s.4971"	0	1
"s.4972"	0	1
"s.4973"	0	1
"s.4975"	0	1
"s.4977"	0	1
"s.4978"	0	1
"s.4979"	0	1
"s.4980"	0	1
"s.4981"	0	1
"s.4983"	0	1
"s.4984"	0	1
"s.4986"	0	1
"s.4987"	0	1
"s.4992"	0	1
"s.4993"	0	1
"s.4994"	0	1
"s.4995"	0	1
"s.4997"	0	1
"s.4998"	0	1
"s.4999"	0	1
"s.5000"	0	1
"s.5001"	0	1
"s.5002"	0	1
"s.5003"	0	1
"s.5004"	0	1
"s.5005"	0	1
"s.5006"	0	1
"s.5008"	0	1
"s.5011"	0	1
"s.5012"	0	1
"s.5013"	0	1
"s.5015"	0	1
"s.5017"	0	1
"s.5018"	0	1
"s.5019"	0	1
"s.5021"	0	1
"s.5022"	0	1
"s.5023"	0	1
"s.5025"	0	1
"s.5027"	0	1
"s.5029"	0	1
"s.5030"	0	1
"s.5031"	0	1
"s.5032"	0	1
"s.5033"	0	1
"s.5035"	0	1
"s.5038"	0	1
"s.5039"	0	1
"s.5040"	0	1
"s.5042"	0	1
"s.5044"	0	1
"s.5045"	0	1
"s.5046"	0	1
"s.5047"	0	1
"s.5049"	0	1
"s.5050"	0	1
"s.5051"	0	1
"s.5053"	0	1
"s.5054"	0	1
"s.5055"	0	1
"s.5056"	0	1
"s.5057"	0	1
"s.5058"	0	1
"s.5060"	0	1
"s.5062"	0	1
"s.5063"	0	1
"s.5064"	0	1
"s.5066"	0	1
"s.5067"	0	1
"s.5068"	0	1
"s.5070"	0	1
"s.5073"	0	1
"s.5074"	0	1
"s.5077"	0	1
"s.5078"	0	1
"s.5079"	0	1
"s.5082"	0	1
"s.5083"	0	1
"s.5085"	0	1
"s.5086"	0	1
"s.5087"	0	1
"s.5090"	0	1
"s.5091"	0	1
"s.5092"	0	1
"s.5093"	0	1
"s.5094"	0	1
"s.5095"	0	1
"s.5097"	0	1
"s.5098"	0	1
"s.5100"	0	1
"s.5102"	0	1
"s.5103"	0	1
"s.5104"	0	1
"s.5105"	0	1
"s.5106"	0	1
"s.5107"	0	1
"s.5108"	0	1
"s.5109"	0	1
"s.5110"	0	1
"s.5111"	0	1
"s.5112"	0	1
"s.5116"	0	1
"s.5117"	0	1
"s.5118"	0	1
"s.5119"	0	1
"s.5120"	0	1
"s.5121"	0	1
"s.5122"	0	1
"s.5124"	0	1
"s.5125"	0	1
"s.5126"	0	1
"s.5127"	0	1
"s.5128"	0	1
"s.5129"	0	1
"s.5130"	0	1
"s.5132"	0	1
"s.5133"	0	1
"s.5137"	0	1
"s.5138"	0	1
"s.5142"	0	1
"s.5143"	0	1
"s.5144"	0	1
"s.5146"	0	1
"s.5147"	0	1
"s.5148"	0	1
"s.5149"	0	1
"s.5151"	0	1
"s.5152"	0	1
"s.5154"	0	1
"s.5155"	0	1
"s.5157"	0	1
"s.5158"	0	1
"s.5159"	0	1
"s.5160"	0	1
"s.5161"	0	1
"s.5162"	0	1
"s.5163"	0	1
"s.5164"	0	1
"s.5165"	0	1
"s.5166"	0	1
"s.5168"	0	1
"s.5169"	0	1
"s.5170"	0	1
"s.5171"	0	1
"s.5172"	0	1
"s.5173"	0	1
"s.5174"	0	1
"s.5175"	0	1
"s.5176"	0	1
"s.5177"	0	1
"s.5178"	0	1
"s.5179"	0	1
"s.5180"	0	1
"s.5181"	0	1
"s.5182"	0	1
"s.5183"	0	1
"s.5184"	0	1
"s.5185"	0	1
"s.5188"	0	1
"s.5189"	0	1
"s.5190"	0	1
"s.5191"	0	1
"s.5192"	0	1
"s.5193"	0	1
"s.5195"	0	1
"s.5196"	0	1
"s.5197"	0	1
"s.5198"	0	1
"s.5200"	0	1
"s.5201"	0	1
"s.5202"	0	1
"s.5204"	0	1
"s.5205"	0	1
"s.5206"	0	1
"s.5208"	0	1
"s.5209"	0	1
"s.5211"	0	1
"s.5213"	0	1
"s.5214"	0	1
"s.5216"	0	1
"s.5217"	0	1
"s.5220"	0	1
"s.5221"	0	1
"s.5222"	0	1
"s.5223"	0	1
"s.5224"	0	1
"s.5225"	0	1
"s.5226"	0	1
"s.5227"	0	1
"s.5229"	0	1
"s.5231"	0	1
"s.5233"	0	1
"s.5234"	0	1
"s.5236"	0	1
"s.5237"	0	1
"s.5238"	0	1
"s.5240"	0	1
"s.5242"	0	1
"s.5243"	0	1
"s.5244"	0	1
"s.5245"	0	1
"s.5246"	0	1
"s.5247"	0	1
"s.5248"	0	1
"s.5249"	0	1
"s.5250"	0	1
"s.5251"	0	1
"s.5252"	0	1
"s.5254"	0	1
"s.5255"	0	1
"s.5258"	0	1
"s.5259"	0	1
"s.5260"	0	1
"s.5261"	0	1
"s.5262"	0	1
"s.5264"	0	1
"s.5266"	0	1
"s.5267"	0	1
"s.5268"	0	1
"s.5269"	0	1
"s.5271"	0	1
"s.5272"	0	1
"s.5274"	0	1
"s.5275"	0	1
"s.5276"	0	1
"s.5277"	0	1
"s.5279"	0	1
"s.5280"	0	1
"s.5281"	0	1
"s.5282"	0	1
"s.5284"	0	1
"s.5285"	0	1
"s.5286"	0	1
"s.5287"	0	1
"s.5289"	0	1
"s.5290"	0	1
"s.5291"	0	1
"s.5292"	0	1
"s.5295"	0	1
"s.5296"	0	1
"s.5297"	0	1
"s.5298"	0	1
"s.5299"	0	1
"s.5301"	0	1
"s.5302"	0	1
"s.5303"	0	1
"s.5304"	0	1
"s.5305"	0	1
"s.5306"	0	1
"s.5308"	0	1
"s.5309"	0	1
"s.5310"	0	1
"s.5311"	0	1
"s.5312"	0	1
"s.5315"	0	1
"s.5316"	0	1
"s.5317"	0	1
"s.5318"	0	1
"s.5319"	0	1
"s.5320"	0	1
"s.5321"	0	1
"s.5322"	0	1
"s.5326"	0	1
"s.5327"	0	1
"s.5328"	0	1
"s.5329"	0	1
"s.5330"	0	1
"s.5331"	0	1
"s.5332"	0	1
"s.5334"	0	1
"s.5335"	0	1
"s.5336"	0	1
"s.5337"	0	1
"s.5339"	0	1
"s.5340"	0	1
"s.5341"	0	1
"s.5342"	0	1
"s.5343"	0	1
"s.5344"	0	1
"s.5345"	0	1
"s.5346"	0	1
"s.5347"	0	1
"s.5348"	0	1
"s.5350"	0	1
"s.5351"	0	1
"s.5353"	0	1
"s.5354"	0	1
"s.5355"	0	1
"s.5359"	0	1
"s.5360"	0	1
"s.5361"	0	1
"s.5362"	0	1
"s.5363"	0	1
"s.5364"	0	1
"s.5365"	0	1
"s.5366"	0	1
"s.5369"	0	1
"s.5370"	0	1
"s.5371"	0	1
"s.5372"	0	1
"s.5373"	0	1
"s.5374"	0	1
"s.5375"	0	1
"s.5376"	0	1
"s.5377"	0	1
"s.5379"	0	1
"s.5380"	0	1
"s.5381"	0	1
"s.5382"	0	1
"s.5383"	0	1
"s.5384"	0	1
"s.5385"	0	1
"s.5386"	0	1
"s.5387"	0	1
"s.5389"	0	1
"s.5390"	0	1
"s.5391"	0	1
"s.5392"	0	1
"s.5393"	0	1
"s.5394"	0	1
"s.5395"	0	1
"s.5396"	0	1
"s.5397"	0	1
"s.5398"	0	1
"s.5399"	0	1
"s.5400"	0	1
"s.5401"	0	1
"s.5402"	0	1
"s.5404"	0	1
"s.5405"	0	1
"s.5406"	0	1
"s.5409"	0	1
"s.5414"	0	1
"s.5415"	0	1
"s.5417"	0	1
"s.5420"	0	1
"s.5422"	0	1
"s.5424"	0	1
"s.5425"	0	1
"s.5426"	0	1
"s.5427"	0	1
"s.5428"	0	1
"s.5429"	0	1
"s.5430"	0	1
"s.5431"	0	1
"s.5432"	0	1
"s.5433"	0	1
"s.5434"	0	1
"s.5435"	0	1
"s.5436"	0	1
"s.5437"	0	1
"s.5438"	0	1
"s.5439"	0	1
"s.5440"	0	1
"s.5441"	0	1
"s.5442"	0	1
"s.5444"	0	1
"s.5445"	0	1
"s.5446"	0	1
"s.5447"	0	1
"s.5448"	0	1
"s.5450"	0	1
"s.5452"	0	1
"s.5455"	0	1
"s.5456"	0	1
"s.5457"	0	1
"s.5459"	0	1
"s.5460"	0	1
"s.5461"	0	1
"s.5462"	0	1
"s.5463"	0	1
"s.5464"	0	1
"s.5465"	0	1
"s.5466"	0	1
"s.5469"	0	1
"s.5470"	0	1
"s.5472"	0	1
"s.5473"	0	1
"s.5474"	0	1
"s.5475"	0	1
"s.5476"	0	1
"s.5477"	0	1
"s.5478"	0	1
"s.5479"	0	1
"s.5480"	0	1
"s.5481"	0	1
"s.5483"	0	1
"s.5485"	0	1
"s.5489"	0	1
"s.5492"	0	1
"s.5493"	0	1
"s.5494"	0	1
"s.5495"	0	1
"s.5497"	0	1
"s.5500"	0	1
"s.5501"	0	1
"s.5503"	0	1
"s.5504"	0	1
"s.5506"	0	1
"s.5508"	0	1
"s.5509"	0	1
"s.5510"	0	1
"s.5511"	0	1
"s.5512"	0	1
"s.5513"	0	1
"s.5514"	0	1
"s.5515"	0	1
"s.5518"	0	1
"s.5520"	0	1
"s.5521"	0	1
"s.5522"	0	1
"s.5524"	0	1
"s.5525"	0	1
"s.5527"	0	1
"s.5529"	0	1
"s.5530"	0	1
"s.5531"	0	1
"s.5533"	0	1
"s.5536"	0	1
"s.5537"	0	1
"s.5538"	0	1
"s.5539"	0	1
"s.5541"	0	1
"s.5542"	0	1
"s.5543"	0	1
"s.5545"	0	1
"s.5546"	0	1
"s.5547"	0	1
"s.5548"	0	1
"s.5549"	0	1
"s.5550"	0	1
"s.5551"	0	1
"s.5552"	0	1
"s.5553"	0	1
"s.5554"	0	1
"s.5558"	0	1
"s.5559"	0	1
"s.5560"	0	1
"s.5563"	0	1
"s.5564"	0	1
"s.5566"	0	1
"s.5570"	0	1
"s.5571"	0	1
"s.5572"	0	1
"s.5573"	0	1
"s.5574"	0	1
"s.5577"	0	1
"s.5578"	0	1
"s.5579"	0	1
"s.5582"	0	1
"s.5583"	0	1
"s.5584"	0	1
"s.5585"	0	1
"s.5586"	0	1
"s.5587"	0	1
"s.5588"	0	1
"s.5590"	0	1
"s.5591"	0	1
"s.5592"	0	1
"s.5593"	0	1
"s.5594"	0	1
"s.5596"	0	1
"s.5597"	0	1
"s.5599"	0	1
"s.5602"	0	1
"s.5603"	0	1
"s.5605"	0	1
"s.5606"	0	1
"s.5608"	0	1
"s.5611"	0	1
"s.5612"	0	1
"s.5613"	0	1
"s.5614"	0	1
"s.5616"	0	1
"s.5617"	0	1
"s.5618"	0	1
"s.5619"	0	1
"s.5620"	0	1
"s.5622"	0	1
"s.5623"	0	1
"s.5625"	0	1
"s.5626"	0	1
"s.5627"	0	1
"s.5628"	0	1
"s.5629"	0	1
"s.5630"	0	1
"s.5631"	0	1
"s.5632"	0	1
"s.5633"	0	1
"s.5635"	0	1
"s.5637"	0	1
"s.5639"	0	1
"s.5640"	0	1
"s.5641"	0	1
"s.5642"	0	1
"s.5646"	0	1
"s.5649"	0	1
"s.5650"	0	1
"s.5651"	0	1
"s.5652"	0	1
"s.5653"	0	1
"s.5654"	0	1
"s.5656"	0	1
"s.5659"	0	1
"s.5660"	0	1
"s.5662"	0	1
"s.5663"	0	1
"s.5664"	0	1
"s.5666"	0	1
"s.5667"	0	1
"s.5668"	0	1
"s.5669"	0	1
"s.5670"	0	1
"s.5671"	0	1
"s.5673"	0	1
"s.5675"	0	1
"s.5677"	0	1
"s.5678"	0	1
"s.5680"	0	1
"s.5681"	0	1
"s.5682"	0	1
"s.5683"	0	1
"s.5684"	0	1
"s.5685"	0	1
"s.5686"	0	1
"s.5687"	0	1
"s.5688"	0	1
"s.5689"	0	1
"s.5690"	0	1
"s.5692"	0	1
"s.5693"	0	1
"s.5694"	0	1
"s.5695"	0	1
"s.5696"	0	1
"s.5697"	0	1
"s.5699"	0	1
"s.5700"	0	1
"s.5701"	0	1
"s.5702"	0	1
"s.5703"	0	1
"s.5704"	0	1
"s.5705"	0	1
"s.5709"	0	1
"s.5710"	0	1
"s.5711"	0	1
"s.5712"	0	1
"s.5713"	0	1
"s.5714"	0	1
"s.5715"	0	1
"s.5716"	0	1
"s.5717"	0	1
"s.5720"	0	1
"s.5721"	0	1
"s.5722"	0	1
"s.5723"	0	1
"s.5724"	0	1
"s.5725"	0	1
"s.5727"	0	1
"s.5728"	0	1
"s.5729"	0	1
"s.5730"	0	1
"s.5731"	0	1
"s.5732"	0	1
"s.5733"	0	1
"s.5736"	0	1
"s.5737"	0	1
"s.5738"	0	1
"s.5739"	0	1
"s.5740"	0	1
"s.5741"	0	1
"s.5742"	0	1
"s.5744"	0	1
"s.5746"	0	1
"s.5747"	0	1
"s.5749"	0	1
"s.5751"	0	1
"s.5753"	0	1
"s.5755"	0	1
"s.5756"	0	1
"s.5757"	0	1
"s.5758"	0	1
"s.5759"	0	1
"s.5761"	0	1
"s.5762"	0	1
"s.5763"	0	1
"s.5766"	0	1
"s.5767"	0	1
"s.5768"	0	1
"s.5771"	0	1
"s.5773"	0	1
"s.5774"	0	1
"s.5776"	0	1
"s.5777"	0	1
"s.5778"	0	1
"s.5779"	0	1
"s.5780"	0	1
"s.5781"	0	1
"s.5782"	0	1
"s.5783"	0	1
"s.5784"	0	1
"s.5785"	0	1
"s.5786"	0	1
"s.5787"	0	1
"s.5788"	0	1
"s.5790"	0	1
"s.5791"	0	1
"s.5792"	0	1
"s.5793"	0	1
"s.5794"	0	1
"s.5795"	0	1
"s.5797"	0	1
"s.5799"	0	1
"s.5800"	0	1
"s.5801"	0	1
"s.5802"	0	1
"s.5804"	0	1
"s.5805"	0	1
"s.5807"	0	1
"s.5808"	0	1
"s.5809"	0	1
"s.5810"	0	1
"s.5811"	0	1
"s.5812"	0	1
"s.5813"	0	1
"s.5814"	0	1
"s.5815"	0	1
"s.5816"	0	1
"s.5818"	0	1
"s.5819"	0	1
"s.5820"	0	1
"s.5821"	0	1
"s.5823"	0	1
"s.5824"	0	1
"s.5825"	0	1
"s.5826"	0	1
"s.5827"	0	1
"s.5829"	0	1
"s.5830"	0	1
"s.5831"	0	1
"s.5832"	0	1
"s.5833"	0	1
"s.5834"	0	1
"s.5835"	0	1
"s.5838"	0	1
"s.5841"	0	1
"s.5842"	0	1
"s.5843"	0	1
"s.5845"	0	1
"s.5846"	0	1
"s.5847"	0	1
"s.5848"	0	1
"s.5849"	0	1
"s.5850"	0	1
"s.5851"	0	1
"s.5853"	0	1
"s.5854"	0	1
"s.5855"	0	1
"s.5856"	0	1
"s.5857"	0	1
"s.5858"	0	1
"s.5859"	0	1
"s.5860"	0	1
"s.5861"	0	1
"s.5862"	0	1
"s.5863"	0	1
"s.5864"	0	1
"s.5865"	0	1
"s.5866"	0	1
"s.5868"	0	1
"s.5869"	0	1
"s.5870"	0	1
"s.5871"	0	1
"s.5873"	0	1
"s.5876"	0	1
"s.5878"	0	1
"s.5879"	0	1
"s.5882"	0	1
"s.5883"	0	1
"s.5885"	0	1
"s.5889"	0	1
"s.5890"	0	1
"s.5893"	0	1
"s.5894"	0	1
"s.5895"	0	1
"s.5896"	0	1
"s.5898"	0	1
"s.5902"	0	1
"s.5903"	0	1
"s.5904"	0	1
"s.5905"	0	1
"s.5906"	0	1
"s.5908"	0	1
"s.5909"	0	1
"s.5912"	0	1
"s.5913"	0	1
"s.5914"	0	1
"s.5916"	0	1
"s.5918"	0	1
"s.5919"	0	1
"s.5920"	0	1
"s.5922"	0	1
"s.5923"	0	1
"s.5924"	0	1
"s.5925"	0	1
"s.5927"	0	1
"s.5930"	0	1
"s.5931"	0	1
"s.5932"	0	1
"s.5933"	0	1
"s.5934"	0	1
"s.5935"	0	1
"s.5936"	0	1
"s.5939"	0	1
"s.5941"	0	1
"s.5942"	0	1
"s.5943"	0	1
"s.5944"	0	1
"s.5945"	0	1
"s.5946"	0	1
"s.5947"	0	1
"s.5948"	0	1
"s.5949"	0	1
"s.5950"	0	1
"s.5951"	0	1
"s.5952"	0	1
"s.5953"	0	1
"s.5954"	0	1
"s.5956"	0	1
"s.5957"	0	1
"s.5958"	0	1
"s.5960"	0	1
"s.5963"	0	1
"s.5964"	0	1
"s.5965"	0	1
"s.5966"	0	1
"s.5967"	0	1
"s.5968"	0	1
"s.5970"	0	1
"s.5971"	0	1
"s.5973"	0	1
"s.5974"	0	1
"s.5975"	0	1
"s.5976"	0	1
"s.5979"	0	1
"s.5980"	0	1
"s.5981"	0	1
"s.5982"	0	1
"s.5983"	0	1
"s.5984"	0	1
"s.5985"	0	1
"s.5986"	0	1
"s.5987"	0	1
"s.5988"	0	1
"s.5990"	0	1
"s.5991"	0	1
"s.5993"	0	1
"s.5995"	0	1
"s.5997"	0	1
"s.5998"	0	1
"s.6000"	0	1
"s.6001"	0	1
"s.6002"	0	1
"s.6003"	0	1
"s.6004"	0	1
"s.6005"	0	1
"s.6006"	0	1
"s.6007"	0	1
"s.6008"	0	1
"s.6013"	0	1
"s.6014"	0	1
"s.6015"	0	1
"s.6016"	0	1
"s.6017"	0	1
"s.6018"	0	1
"s.6019"	0	1
"s.6020"	0	1
"s.6023"	0	1
"s.6025"	0	1
"s.6026"	0	1
"s.6027"	0	1
"s.6028"	0	1
"s.6029"	0	1
"s.6030"	0	1
"s.6034"	0	1
"s.6036"	0	1
"s.6038"	0	1
"s.6039"	0	1
"s.6041"	0	1
"s.6042"	0	1
"s.6043"	0	1
"s.6044"	0	1
"s.6045"	0	1
"s.6047"	0	1
"s.6048"	0	1
"s.6049"	0	1
"s.6051"	0	1
"s.6052"	0	1
"s.6053"	0	1
"s.6056"	0	1
"s.6057"	0	1
"s.6058"	0	1
"s.6059"	0	1
"s.6060"	0	1
"s.6061"	0	1
"s.6062"	0	1
"s.6063"	0	1
"s.6065"	0	1
"s.6066"	0	1
"s.6069"	0	1
"s.6070"	0	1
"s.6071"	0	1
"s.6072"	0	1
"s.6073"	0	1
"s.6074"	0	1
"s.6075"	0	1
"s.6076"	0	1
"s.6077"	0	1
"s.6078"	0	1
"s.6079"	0	1
"s.6080"	0	1
"s.6081"	0	1
"s.6082"	0	1
"s.6085"	0	1
"s.6087"	0	1
"s.6088"	0	1
"s.6090"	0	1
"s.6091"	0	1
"s.6092"	0	1
"s.6093"	0	1
"s.6095"	0	1
"s.6096"	0	1
"s.6097"	0	1
"s.6098"	0	1
"s.6099"	0	1
"s.6100"	0	1
"s.6101"	0	1
"s.6102"	0	1
"s.6103"	0	1
"s.6104"	0	1
"s.6107"	0	1
"s.6109"	0	1
"s.6110"	0	1
"s.6113"	0	1
"s.6114"	0	1
"s.6115"	0	1
"s.6117"	0	1
"s.6118"	0	1
"s.6121"	0	1
"s.6122"	0	1
"s.6124"	0	1
"s.6125"	0	1
"s.6127"	0	1
"s.6128"	0	1
"s.6129"	0	1
"s.6131"	0	1
"s.6132"	0	1
"s.6133"	0	1
"s.6137"	0	1
"s.6138"	0	1
"s.6139"	0	1
"s.6140"	0	1
"s.6142"	0	1
"s.6143"	0	1
"s.6146"	0	1
"s.6147"	0	1
"s.6148"	0	1
"s.6149"	0	1
"s.6150"	0	1
"s.6151"	0	1
"s.6153"	0	1
"s.6154"	0	1
"s.6155"	0	1
"s.6156"	0	1
"s.6157"	0	1
"s.6158"	0	1
"s.6159"	0	1
"s.6160"	0	1
"s.6161"	0	1
"s.6163"	0	1
"s.6164"	0	1
"s.6165"	0	1
"s.6166"	0	1
"s.6168"	0	1
"s.6169"	0	1
"s.6172"	0	1
"s.6173"	0	1
"s.6175"	0	1
"s.6176"	0	1
"s.6177"	0	1
"s.6179"	0	1
"s.6181"	0	1
"s.6182"	0	1
"s.6183"	0	1
"s.6184"	0	1
"s.6185"	0	1
"s.6186"	0	1
"s.6187"	0	1
"s.6188"	0	1
"s.6189"	0	1
"s.6190"	0	1
"s.6191"	0	1
"s.6192"	0	1
"s.6193"	0	1
"s.6194"	0	1
"s.6195"	0	1
"s.6196"	0	1
"s.6198"	0	1
"s.6199"	0	1
"s.6200"	0	1
"s.6201"	0	1
"s.6202"	0	1
"s.6204"	0	1
"s.6205"	0	1
"s.6206"	0	1
"s.6207"	0	1
"s.6208"	0	1
"s.6209"	0	1
"s.6210"	0	1
"s.6211"	0	1
"s.6212"	0	1
"s.6213"	0	1
"s.6214"	0	1
"s.6215"	0	1
"s.6217"	0	1
"s.6218"	0	1
"s.6219"	0	1
"s.6221"	0	1
"s.6222"	0	1
"s.6223"	0	1
"s.6224"	0	1
"s.6225"	0	1
"s.6226"	0	1
"s.6228"	0	1
"s.6229"	0	1
"s.6230"	0	1
"s.6231"	0	1
"s.6232"	0	1
"s.6233"	0	1
"s.6236"	0	1
"s.6237"	0	1
"s.6238"	0	1
"s.6239"	0	1
"s.6240"	0	1
"s.6241"	0	1
"s.6242"	0	1
"s.6243"	0	1
"s.6244"	0	1
"s.6245"	0	1
"s.6247"	0	1
"s.6248"	0	1
"s.6249"	0	1
"s.6250"	0	1
"s.6251"	0	1
"s.6252"	0	1
"s.6254"	0	1
"s.6255"	0	1
"s.6256"	0	1
"s.6257"	0	1
"s.6258"	0	1
"s.6259"	0	1
"s.6260"	0	1
"s.6261"	0	1
"s.6262"	0	1
"s.6263"	0	1
"s.6264"	0	1
"s.6266"	0	1
"s.6267"	0	1
"s.6269"	0	1
"s.6270"	0	1
"s.6271"	0	1
"s.6272"	0	1
"s.6274"	0	1
"s.6276"	0	1
"s.6278"	0	1
"s.6279"	0	1
"s.6280"	0	1
"s.6281"	0	1
"s.6282"	0	1
"s.6283"	0	1
"s.6284"	0	1
"s.6286"	0	1
"s.6287"	0	1
"s.6288"	0	1
"s.6289"	0	1
"s.6290"	0	1
"s.6292"	0	1
"s.6294"	0	1
"s.6295"	0	1
"s.6296"	0	1
"s.6297"	0	1
"s.6298"	0	1
"s.6299"	0	1
"s.6300"	0	1
"s.6302"	0	1
"s.6303"	0	1
"s.6304"	0	1
"s.6305"	0	1
"s.6306"	0	1
"s.6307"	0	1
"s.6308"	0	1
"s.6309"	0	1
"s.6310"	0	1
"s.6311"	0	1
"s.6312"	0	1
"s.6313"	0	1
"s.6316"	0	1
"s.6318"	0	1
"s.6320"	0	1
"s.6321"	0	1
"s.6322"	0	1
"s.6324"	0	1
"s.6326"	0	1
"s.6328"	0	1
"s.6329"	0	1
"s.6330"	0	1
"s.6332"	0	1
"s.6334"	0	1
"s.6335"	0	1
"s.6337"	0	1
"s.6339"	0	1
"s.6340"	0	1
"s.6343"	0	1
"s.6344"	0	1
"s.6345"	0	1
"s.6348"	0	1
"s.6349"	0	1
"s.6350"	0	1
"s.6352"	0	1
"s.6353"	0	1
"s.6354"	0	1
"s.6356"	0	1
"s.6358"	0	1
"s.6359"	0	1
"s.6360"	0	1
"s.6363"	0	1
"s.6364"	0	1
"s.6366"	0	1
"s.6367"	0	1
"s.6368"	0	1
"s.6371"	0	1
"s.6372"	0	1
"s.6373"	0	1
"s.6375"	0	1
"s.6376"	0	1
"s.6377"	0	1
"s.6378"	0	1
"s.6379"	0	1
"s.6380"	0	1
"s.6381"	0	1
"s.6383"	0	1
"s.6384"	0	1
"s.6385"	0	1
"s.6386"	0	1
"s.6387"	0	1
"s.6388"	0	1
"s.6389"	0	1
"s.6391"	0	1
"s.6392"	0	1
"s.6393"	0	1
"s.6394"	0	1
"s.6396"	0	1
"s.6397"	0	1
"s.6398"	0	1
"s.6400"	0	1
"s.6401"	0	1
"s.6404"	0	1
"s.6405"	0	1
"s.6406"	0	1
"s.6407"	0	1
"s.6408"	0	1
"s.6409"	0	1
"s.6410"	0	1
"s.6412"	0	1
"s.6413"	0	1
"s.6414"	0	1
"s.6415"	0	1
"s.6416"	0	1
"s.6417"	0	1
"s.6418"	0	1
"s.6419"	0	1
"s.6420"	0	1
"s.6422"	0	1
"s.6423"	0	1
"s.6424"	0	1
"s.6427"	0	1
"s.6428"	0	1
"s.6429"	0	1
"s.6430"	0	1
"s.6431"	0	1
"s.6432"	0	1
"s.6433"	0	1
"s.6435"	0	1
"s.6436"	0	1
"s.6437"	0	1
"s.6439"	0	1
"s.6440"	0	1
"s.6441"	0	1
"s.6443"	0	1
"s.6444"	0	1
"s.6445"	0	1
"s.6446"	0	1
"s.6448"	0	1
"s.6449"	0	1
"s.6450"	0	1
"s.6451"	0	1
"s.6452"	0	1
"s.6453"	0	1
"s.6454"	0	1
"s.6455"	0	1
"s.6456"	0	1
"s.6457"	0	1
"s.6458"	0	1
"s.6460"	0	1
"s.6461"	0	1
"s.6462"	0	1
"s.6463"	0	1
"s.6465"	0	1
"s.6466"	0	1
"s.6467"	0	1
"s.6469"	0	1
"s.6470"	0	1
"s.6471"	0	1
"s.6472"	0	1
"s.6473"	0	1
"s.6474"	0	1
"s.6475"	0	1
"s.6476"	0	1
"s.6477"	0	1
"s.6478"	0	1
"s.6479"	0	1
"s.6480"	0	1
"s.6481"	0	1
"s.6482"	0	1
"s.6483"	0	1
"s.6484"	0	1
"s.6485"	0	1
"s.6486"	0	1
"s.6487"	0	1
"s.6488"	0	1
"s.6489"	0	1
"s.6490"	0	1
"s.6491"	0	1
"s.6493"	0	1
"s.6494"	0	1
"s.6496"	0	1
"s.6497"	0	1
"s.6498"	0	1
"s.6500"	0	1
"s.6502"	0	1
"s.6503"	0	1
"s.6504"	0	1
"s.6505"	0	1
"s.6506"	0	1
"s.6507"	0	1
"s.6508"	0	1
"s.6510"	0	1
"s.6512"	0	1
"s.6513"	0	1
"s.6514"	0	1
"s.6515"	0	1
"s.6517"	0	1
"s.6518"	0	1
"s.6520"	0	1
"s.6521"	0	1
"s.6523"	0	1
"s.6524"	0	1
"s.6526"	0	1
"s.6527"	0	1
"s.6528"	0	1
"s.6529"	0	1
"s.6530"	0	1
